,,,,,,,,,,,,,ALKALINITY DATA,,,,,,,,,,,,,,,,,DIC DATA,,,,,,,,,,,,,CALCULATED DATA (from DIC and TA),,,,
5670,14T,6/2/2015,4:40 PM,Walton Smith,,24,28.71,36.97,,,1.01452120224865,,10/13/2015,Apollo 1,CRM144,2238.6,2,25,1.024828990,2298.6,2296.6,2297.6,2241.93501679447,2248.18495122481,8.162,8.177,8.1695,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.7,1.024920586,1.0,1980.6,1979.6,1980.07,1931.925869,1928.996572,,,,,,Walton Smith - June 
5671,15T,6/3/2015,3:24 PM,Walton Smith,,54,27.54,35.52,,,1.01419821280821,,10/13/2015,Apollo 1,CRM144,2238.6,-0.700000000000273,25.1,1.023703351,3064.6,3065.3,3064.95,2993.98257911105,3000.2325135414,8.085,8.081,8.083,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.7,1.023824877,-5.4,2731.9,2737.3,2734.60,2670.968954,2668.039657,,,,,,Walton Smith - June 
5672,16T,6/3/2015,4:10 PM,Walton Smith,,55,27.84,36.29,,,1.01413257401396,,10/13/2015,Apollo 1,CRM144,2238.6,0.5,25,1.024321389,2536.4,2535.9,2536.15,2475.93189743767,2482.18183186802,8.175,8.179,8.177,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.8,1.024382355,2.2,2190.3,2188.1,2189.20,2137.097028,2134.167732,,,,,,Walton Smith - June 
5673,17T,6/3/2015,4:45 PM,Walton Smith,,56,28.13,36.98,,,1.01408149192823,,10/13/2015,Apollo 1,CRM144,2238.6,1.30000000000018,25,1.024838070,2752.3,2751.0,2751.65,2684.96075641049,2691.21069084084,8.165,8.145,8.155,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.3,1.025050721,-0.3,2403.2,2403.5,2403.37,2344.637296,2341.708000,,,,,,Walton Smith - June 
5674,18T,6/3/2015,5:22 PM,Walton Smith,,57,28.25,37.09,,,1.01412998696283,,10/13/2015,Apollo 1,CRM144,2238.6,2.40000000000009,25,1.024920547,2714.4,2712.0,2713.2,2647.22959159852,2653.47952602886,8.145,8.14,8.1425,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.8,1.024981719,0.3,2369.4,2369.2,2369.30,2311.553373,2308.624077,,,,,,Walton Smith - June 
5675,CRM144-TA,,,,,,,33.57,,,,,10/14/2015,Apollo 1,CRM144,2238.6,-4.89999999999964,25,1.022263504,2274.8,2279.7,2277.25,2227.65460301856,10.9453969814417,8.019,8.021,8.02,,,,,,,,,,,,,,,,,,,,
5676,19T,6/3/2015,6:14 PM,Walton Smith,,57.1,28.61,36.65,,,1.01456829058785,,10/14/2015,Apollo 1,CRM144,2238.6,-2,25,1.024590673,2498.5,2500.5,2499.5,2439.51078875567,2450.45618573711,8.195,8.2,8.1975,,,7/27/2015,Apollo,CRM144,2031.52999999999,25.2,1.024529306,1.1,2159.7,2158.6,2159.18,2107.480046,2104.550750,,,,,,Walton Smith - June 
5677,20T,6/3/2015,7:20 PM,Walton Smith,,57.2,29.04,36.08,,,1.01509672513865,,10/14/2015,Apollo 1,CRM144,2238.6,-2,25,1.024158787,2456.8,2458.8,2457.8,2399.82318315546,2410.7685801369,8.313,8.325,8.319,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.5,1.024310479,-0.3,2041.1,2041.5,2041.31,1992.859096,1989.929800,,,,,,Walton Smith - June 
5678,21T,6/3/2015,8:31 PM,Walton Smith,,57.3,29.02,35.96,,,1.01513346344441,,10/14/2015,Apollo 1,CRM144,2238.6,-2.69999999999982,25,1.024068797,2444.4,2447.1,2445.75,2388.26727886464,2399.21267584608,8.239,8.239,8.239,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.4,1.024250501,-0.4,2092.9,2093.3,2093.07,2043.510902,2040.581606,,,,,,Walton Smith - June 
5679,22T,6/4/2015,10:31 AM,Walton Smith,,54,27.75,35.45,,,1.01438285905402,,10/14/2015,Apollo 1,CRM144,2238.6,-1,25,1.023682442,2893.1,2894.1,2893.6,2826.65783842216,2837.60323540361,8.141,8.128,8.1345,,,7/27/2015,Apollo,CRM144,2031.52999999999,24.7,1.023773443,-3.5,2560.1,2563.5,2561.80,2502.316189,2499.386892,,,,,,Walton Smith - June 
5680,CRM144-DIC,,,,,,,33.57,,,,,,,,,,,,,,,,,,,,,,7/28/2015,Apollo,CRM144,2031.52999999999,25.6,1.022080869,1.4,2080.0,2078.6,2079.33,2034.406939,-2.876939,,,,,,
5681,23T,6/4/2015,12:05 PM,Walton Smith,,57,28.19,37.01,,,1.01411837505532,,10/14/2015,Apollo 1,CRM144,2238.6,3.20000000000027,25,1.024866066,2748.3,2745.1,2746.7,2680.05751263352,2691.00290961496,8.15,8.135,8.1425,,,7/28/2015,Apollo,CRM144,2031.52999999999,26.7,1.024333926,-4.4,2403.2,2407.7,2405.43,2348.287410,2345.410471,,,,,,Walton Smith - June 
5682,24T,6/4/2015,2:14 PM,Walton Smith,,57.2,28.72,36.19,,,1.01482137747457,,10/14/2015,Apollo 1,CRM144,2238.6,1.69999999999982,25,1.024244245,2449.6,2447.9,2448.75,2390.78717027197,2401.73256725342,8.32,8.324,8.322,,,7/28/2015,Apollo,CRM144,2031.52999999999,25.7,1.024028531,3.5,2033.5,2030.0,2031.73,1984.055549,1981.178609,,,,,Lauren O. end date for TA analysis,Walton Smith - June 
5697,CRM144-TA,,,,,,,33.57,,,,,10/5/2015,Apollo 2,CRM144,2238.6,0.400000000000091,25.2,1.022202938,2278.1,2277.7,2277.9,2228.42247499587,10.1775250041278,8.011,8.009,8.01,,,,,,,,,,,,,,,,,,,,
5698,1J,6/1/2015,:,Walton Smith,,1,28.04,36.76,,,1.01410597759221,,10/5/2015,Apollo 2,CRM144,2238.6,-0.200000000000273,25.05,1.024655544,2388.2,2388.4,2388.3,2330.83206781437,2341.0095928185,8.197,8.185,8.191,,,7/30/2015,Apollo,CRM144,2031.52999999999,23.4,1.025150850,-1.5,2059.8,2061.3,2060.56,2010.005114,#REF!,,,,,,Walton Smith - June 
5699,2J,6/1/2015,12:09 PM,Walton Smith,,2,27.58,36.50,,,1.01385582970646,,10/5/2015,Apollo 2,CRM144,2238.6,2.59999999999991,25.25,1.024401252,2421.9,2419.3,2420.6,2362.941275463,2373.11880046713,8.176,8.174,8.175,,,7/30/2015,Apollo,CRM144,2031.52999999999,25.4,1.024354996,-0.8,2104.5,2105.3,2104.87,2054.827399,#REF!,,,,,,Walton Smith - June 
5700,3J,6/1/2015,12:09 PM,Walton Smith,,3,27.42,36.40,,,1.01378080863122,,10/5/2015,Apollo 2,CRM144,2238.6,-1,25.55,1.024235265,2424.4,2425.4,2424.9,2367.52246559805,2377.69999060218,8.179,8.185,8.182,,,7/30/2015,Apollo,CRM144,2031.52999999999,25.3,1.024312518,0.9,2108.0,2107.1,2107.54,2057.517199,#REF!,,,,,,Walton Smith - June 
5701,4J,6/1/2015,3:26 PM,Walton Smith,,EK_IN,28.44,37.12,,,1.01426115162012,,10/5/2015,Apollo 2,CRM144,2238.6,4.30000000000018,25.6,1.024763913,2348.8,2344.5,2346.65,2289.94207375193,2300.11959875605,8.265,8.259,8.262,,,7/30/2015,Apollo,CRM144,2031.52999999999,25.3,1.024856952,-0.1,1976.6,1976.7,1976.62,1928.681046,#REF!,,,,,,Walton Smith - June 
5702,CRM144-DIC,,,,,,,33.57,,,,,,,,,,,,,,,,,,,,,,7/31/2015,Apollo,CRM144,2031.52999999999,24.0,1.022561618,0.2,2083.5,2083.4,2083.45,2037.478907,-5.948907,,,,,,
5703,5J,6/1/2015,3:41 PM,Walton Smith,,EK_MID,28.09,35.54,,,1.0145994521193,,10/5/2015,Apollo 2,CRM144,2238.6,-1.20000000000027,25.1,1.023722248,2411.6,2412.8,2412.2,2356.30319123599,2366.48071624012,8.202,8.205,8.2035,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.2,1.023691670,-0.6,2076.7,2077.3,2076.99,2028.916756,2022.967849,,,,,,Walton Smith - June 
5704,6J,6/1/2015,3:55 PM,Walton Smith,,EK OFF,28.34,36.54,,,1.01440689624649,,10/5/2015,Apollo 2,CRM144,2238.6,-1.20000000000027,24.95,1.024525017,2424.7,2425.9,2425.3,2367.24331754543,2377.42084254956,8.179,8.169,8.174,,,7/31/2015,Apollo,CRM144,2031.52999999999,23.5,1.024959879,1.4,2108.4,2107.0,2107.72,2056.392937,2050.444030,,,,,,Walton Smith - June 
5705,7J,6/1/2015,6:01 PM,Walton Smith,,4,28.95,37.41,,,1.01452460691333,,10/5/2015,Apollo 2,CRM144,2238.6,-1.19999999999982,24.9,1.025196404,2296.8,2298.0,2297.4,2240.93645905041,2251.11398405454,8.27,8.271,8.2705,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.6,1.024980129,-0.4,1923.8,1924.3,1924.06,1877.166732,1871.217825,,,,,,Walton Smith - June 
5706,8J,6/1/2015,6:01 PM,Walton Smith,,5,28.57,36.42,,,1.01462425463518,,10/5/2015,Apollo 2,CRM144,2238.6,-0.199999999999818,24.8,1.024479959,2418.3,2418.5,2418.4,2360.61230687811,2370.78983188224,8.227,8.221,8.224,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.6,1.024234114,-0.3,2064.2,2064.6,2064.41,2015.562429,2009.613522,,,,,,Walton Smith - June 
5707,9J,6/1/2015,6:30 PM,Walton Smith,,5.5,28.39,36.44,,,1.01448451354513,,10/5/2015,Apollo 2,CRM144,2238.6,3.5,24.8,1.024492822,2434.3,2430.8,2432.55,2374.39438001511,2384.57190501923,8.233,8.227,8.23,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.2,1.024370506,1.5,2083.7,2082.2,2082.98,2033.421183,2027.472276,,,,,,Walton Smith - June 
5708,CRM144-TA,,,,,,,33.57,,,,,10/6/2015,Apollo 2,CRM144,2238.6,1.5,24.5,1.022413547,2288.2,2286.7,2287.45,2237.3040789765,1.29592102350216,7.999,7.997,7.998,,,,,,,,,,,,,,,,,,,,
5709,10J,6/1/2015,6:40 PM,Walton Smith,,6,28.03,36.65,,,1.01413973178544,,10/6/2015,Apollo 2,CRM144,2238.6,2.59999999999991,25,1.024587647,2441.0,2438.4,2439.7,2381.15305010931,2382.44897113281,8.168,8.168,8.168,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.5,1.024433656,1.1,2110.1,2109.0,2109.55,2059.231384,2053.282477,,,,,,Walton Smith - June 
5710,11J,6/1/2015,6:47 PM,Walton Smith,,6.5,28.38,36.36,,,1.01450746038848,,10/6/2015,Apollo 2,CRM144,2238.6,0.900000000000091,25,1.024369795,2441.0,2440.1,2440.55,2382.48922525067,2383.78514627418,8.177,8.18,8.1785,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.4,1.024246905,2.1,2105.9,2103.9,2104.89,2055.062839,2049.113932,,,,,,Walton Smith - June 
5711,12J,6/1/2015,7:36 PM,Walton Smith,,MR,27.91,36.40,,,1.01413873105334,,10/6/2015,Apollo 2,CRM144,2238.6,-0.900000000000091,25.1,1.024371707,2441.4,2442.3,2441.85,2383.75385013409,2385.0497711576,8.177,8.177,8.177,,,7/31/2015,Apollo,CRM144,2031.52999999999,25.9,1.024124041,-1.5,2104.9,2106.4,2105.62,2056.019517,2050.070610,,,,,,Walton Smith - June 
5712,CRM144-DIC,,,,,,,33.57,,,,,,,,,,,,,,,,,,,,,,8/3/2015,Apollo,CRM144,2031.52999999999,23.4,1.022736679,-3.6,2074.1,2077.7,2075.92,2029.766929,1.763071,,,,,,
5713,13J,6/1/2015,9:43 PM,Walton Smith,,UK_OFF,27.93,36.39,,,1.01416068178133,,10/6/2015,Apollo 2,CRM144,2238.6,1.79999999999973,24.9,1.024423020,2443.2,2441.4,2442.3,2384.07371942072,2385.36964044422,8.18,8.183,8.1815,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.2,1.024634586,0.9,2104.8,2103.9,2104.33,2053.741764,2055.504835,,,,,,Walton Smith - June 
5714,14J,6/1/2015,9:54 PM,Walton Smith,,UK_MID,28.09,36.36,,,1.01429231042026,,10/6/2015,Apollo 2,CRM144,2238.6,-3.19999999999982,24.9,1.024404108,2436.5,2439.7,2438.1,2380.01778970509,2381.31371072859,8.194,8.197,8.1955,,,8/3/2015,Apollo,CRM144,2031.52999999999,25.0,1.024373577,0.5,2090.6,2090.1,2090.39,2040.648020,2042.411091,,,,,,Walton Smith - June 
5715,CRM144-TA,,,,,,,33.57,,,,,10/13/2015,Apollo 2,CRM144,2238.6,-3.79999999999973,24.6,1.022383696,2287.8,2291.6,2289.7,2239.57014269393,-0.97014269392912,7.992,7.998,7.995,,,,,,,,,,,,,,,,,,,,
5716,15J,6/1/2015,10:02 PM,Walton Smith,,UK_IN,28.83,36.53,,,1.0147720346438,,10/13/2015,Apollo 2,CRM144,2238.6,0.099999999999909,24.8,1.024563194,2410.1,2410.0,2410.05,2352.27071821418,2351.30057552026,8.243,8.247,8.245,,,8/3/2015,Apollo,CRM144,2031.52999999999,25.3,1.024410046,-2.3,2016.0,2018.2,2017.09,1969.027593,1970.790664,,,,,,Walton Smith - June 
5717,16J,6/1/2015,11:32 PM,Walton Smith,,7,29.17,37.06,,,1.0148226975245,,10/13/2015,Apollo 2,CRM144,2238.6,-0.800000000000182,25,1.024897089,2354.5,2355.3,2354.9,2297.69410435369,2296.72396165976,8.238,8.242,8.24,,,8/3/2015,Apollo,CRM144,2031.52999999999,25.5,1.024742835,-1.5,1971.3,1972.8,1972.06,1924.443496,1926.206567,,,,,,Walton Smith - June 
5718,17J,6/1/2015,11:54 PM,Walton Smith,,8,28.57,36.60,,,1.01455814156757,,10/13/2015,Apollo 2,CRM144,2238.6,2.5,25,1.024549066,2405.2,2402.7,2403.95,2346.34931545326,2345.37917275933,8.192,8.125,8.1585,,,8/3/2015,Apollo,CRM144,2031.52999999999,25.2,1.024487714,0.0,2045.6,2045.6,2045.57,1996.679318,1998.442389,,,,,,Walton Smith - June 
5719,18J,6/2/2015,12:11 AM,Walton Smith,,9,28.00,36.41,,,1.01420677179342,,10/13/2015,Apollo 2,CRM144,2238.6,4.39999999999964,25.1,1.024377757,2435.7,2431.3,2433.5,2375.5884816871,2374.61833899318,8.03,8.151,8.0905,,,8/3/2015,Apollo,CRM144,2031.52999999999,25.3,1.024316298,2.7,2101.4,2098.7,2100.06,2050.210512,2051.973583,,,,,,Walton Smith - June 
5720,19J,6/2/2015,12:48 AM,Walton Smith,,9.5,27.81,36.39,,,1.0140714828673,,10/13/2015,Apollo 2,CRM144,2238.6,5.39999999999964,25.1,1.024361119,2457.7,2452.3,2455,2396.61575768061,2395.64561498668,8.015,8.005,8.01,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.6,1.024513400,-2.8,2096.7,2099.5,2098.09,2047.888141,2049.651212,,,,,,Walton Smith - June 
5721,20J,6/2/2015,2:15 AM,Walton Smith,,12,28.02,36.05,,,1.01435978684617,,10/13/2015,Apollo 2,CRM144,2238.6,-1.40000000000009,25,1.024134587,2485.7,2487.1,2486.4,2427.80590616118,2426.83576346726,7.917,8.071,7.994,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.6,1.024256080,-2.6,2100.1,2102.7,2101.40,2051.639505,2053.402576,,,,,,Walton Smith - June 
5722,21J,6/2/2015,2:45 AM,Walton Smith,,11,28.60,36.67,,,1.01454693921966,,10/14/2015,Apollo 1,CRM144,2238.6,0.300000000000182,25,1.024608072,2420.8,2420.5,2420.65,2362.51310703021,2373.45850401165,8.263,8.273,8.268,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.9,1.024638643,-1.6,2044.2,2045.7,2044.95,1995.772384,1997.535456,,,,,,Walton Smith - June 
5723,22J,6/2/2015,3:03 AM,Walton Smith,,10,29.24,37.07,,,1.01486987216661,,10/14/2015,Apollo 1,CRM144,2238.6,1.70000000000027,25,1.024907683,2331.9,2330.2,2331.05,2274.39996672924,2285.34536371068,8.29,8.287,8.2885,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.3,1.025120418,-0.2,1947.7,1947.9,1947.80,1900.067994,1901.831065,,,,,,Walton Smith - June 
5724,23J,6/2/2015,4:32 AM,Walton Smith,,13,29.08,36.77,,,1.01486861068715,,10/14/2015,Apollo 1,CRM144,2238.6,4.09999999999991,25,1.024682212,2351.1,2347.0,2349.05,2292.46684789488,2303.41224487632,8.268,2.253,5.2605,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.4,1.024864554,-0.9,1992.0,1992.9,1992.45,1944.107616,1945.870687,,,,,,Walton Smith - June 
5725,24J,6/2/2015,4:49 AM,Walton Smith,,14,28.50,36.59,,,1.01450525688815,,10/14/2015,Apollo 1,CRM144,2238.6,1.29999999999973,25,1.024545284,2401.2,2399.9,2400.55,2343.03943217576,2353.9848291572,8.251,8.238,8.2445,,,8/3/2015,Apollo,CRM144,2031.52999999999,24.9,1.024575844,-1.6,2049.3,2050.9,2050.06,2000.887117,2002.650189,,,,,,Walton Smith - June 
5875,CRM144-TA,,,,,,,33.57,,,,,10/20/2015,Apollo 2,CRM144,2238.6,-4.60000000000036,24.6,1.022382940,2280.2,2284.8,2282.5,2232.52942701846,6.07057298153723,7.982,7.976,7.979,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.2,1.022202183,-10.1,2038.7,2048.8,2043.75,1999.359848,32.170152,,,,,,
5876,1A,7/27/2015,12:20 PM,Walton Smith,,1,30.15,36.82,0,Lindsey Visser,1.01564456989877,,10/20/2015,Apollo 2,CRM144,2238.6,4.40000000000009,23.3,1.025225713,2396.4,2392.0,2394.2,2335.29062791371,2341.36120089525,8.135,8.134,8.1345,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.024531107,1.4,2048.1,2046.7,2047.40,1998.377586,2030.547739,,,,,,July Walton Smith
5877,2A,7/27/2015,12:33 PM,Walton Smith,,2,30.10,36.65,0,Lindsey Visser,1.01566892294299,,10/20/2015,Apollo 2,CRM144,2238.6,-3.40000000000009,24.8,1.024648704,2392.4,2395.8,2394.1,2336.50810293188,2342.57867591341,8.139,8.209,8.174,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.8,1.024340342,2.5,2041.6,2039.1,2040.35,1991.867269,2024.037421,,,,,,July Walton Smith
5878,CRM144-TA,,,,,,,33.57,,,,,10/21/2015,Apollo 2,CRM144,2238.6,-3,24.8,1.022323002,2290.4,2293.4,2291.9,2241.85506568731,-3.25506568731134,7.963,7.83,7.8965,,,,,,,,,,,,,,,,,,,,
5879,3A,7/27/2015,12:53 PM,Walton Smith,,3,30.37,35.58,0,Lindsey Visser,1.01627310588753,,10/21/2015,Apollo 2,CRM144,2238.6,4.80000000000018,25,1.023778453,2415.5,2410.7,2413.1,2357.05292676977,2353.79786108246,8.019,8.002,8.0105,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023594263,-2.8,2041.0,2043.8,2042.40,1995.321852,2027.492005,,,,,,July Walton Smith
5880,4A,7/27/2015,3:42 PM,Walton Smith,,EK_IN,30.28,36.85,0,Lindsey Visser,1.01572818581992,,10/21/2015,Apollo 2,CRM144,2238.6,4.40000000000009,24.8,1.024803848,2379.5,2375.1,2377.3,2319.7610007994,2316.50593511209,8.059,8.153,8.106,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.9,1.024463939,-0.4,1997.8,1998.2,1998.00,1950.288266,1982.458419,,,,,,July Walton Smith
5881,5A,7/27/2015,3:56 PM,Walton Smith,,EK_MID,29.80,35.90,0,Lindsey Visser,1.01573356762009,,10/21/2015,Apollo 2,CRM144,2238.6,0.800000000000182,24.9,1.024053897,2420.0,2419.2,2419.6,2362.76626371475,2359.51119802744,8.133,8.131,8.132,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023838985,0.6,2055.3,2054.7,2055.00,2007.151544,2039.321697,,,,,,July Walton Smith
5882,6A,7/27/2015,4:15 PM,Walton Smith,,EK OFF,30.50,35.70,0,Lindsey Visser,1.01632257728966,,10/21/2015,Apollo 2,CRM144,2238.6,-0.899999999999636,24.9,1.023901891,2424.3,2425.2,2424.75,2368.14681279578,2364.89174710847,8.116,8.11,8.113,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.8,1.023625117,-1.7,2049.9,2051.6,2050.75,2003.418992,2035.589145,,,,,,July Walton Smith
5883,7A,7/27/2015,6:30 PM,Walton Smith,,4,30.31,36.37,0,Lindsey Visser,1.01593358613553,,10/21/2015,Apollo 2,CRM144,2238.6,2.90000000000009,25,1.024377359,2394.0,2391.1,2392.55,2335.61390149213,2332.35883580482,8.112,8.116,8.114,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.7,1.024161486,-0.8,2015.7,2016.5,2016.10,1968.537216,2000.707368,,,,,,July Walton Smith
5884,CRM144-TA,,,,,,,33.57,,,,,10/27/2015,Apollo 2,CRM144,2238.6,0.900000000000091,24.9,1.022292914,2285.1,2284.2,2284.65,2234.8291451346,3.77085486539909,7.988,7.982,7.985,,,,,,,,,,,,,,,,,,,,
5885,8A,7/27/2015,6:47 PM,Walton Smith,,5,30.33,35.69,0,Lindsey Visser,1.01619945008195,,10/27/2015,Apollo 2,CRM144,2238.6,-1.70000000000027,25,1.023866911,2397.7,2399.4,2398.55,2342.6384570825,2346.4093119479,8.132,8.136,8.134,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.7,1.023651646,-2.9,2044.4,2047.3,2045.85,1998.580286,2030.750439,,,,,,July Walton Smith
5886,9A,7/27/2015,6:58 PM,Walton Smith,,5.5,30.82,35.80,0,Lindsey Visser,1.01652640280213,,10/27/2015,Apollo 2,CRM144,2238.6,2.20000000000027,25,1.023946301,2422.9,2420.7,2421.8,2365.16309359382,2368.93394845922,8.179,8.177,8.178,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023761938,-0.5,2052.9,2053.4,2053.15,2005.495540,2037.665692,,,,,,July Walton Smith
5887,10A,7/27/2015,7:07 PM,Walton Smith,,6,30.75,35.85,0,Lindsey Visser,1.01645666776688,,10/27/2015,Apollo 2,CRM144,2238.6,-4.5,24.9,1.024018352,2427.2,2431.7,2429.45,2372.46724721094,2376.23810207634,8.193,8.191,8.192,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023803482,1.1,2052.4,2051.3,2051.85,2004.144385,2036.314537,,,,,,July Walton Smith
5888,11A,7/27/2015,7:34 PM,Walton Smith,,6.5,30.97,35.60,0,Lindsey Visser,1.01671233097719,,10/27/2015,Apollo 2,CRM144,2238.6,1.29999999999973,24.9,1.023827029,2422.1,2420.8,2421.45,2365.09677057543,2368.86762544083,8.202,8.189,8.1955,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023612389,2.5,2045.8,2043.3,2044.55,1997.386924,2029.557076,,,,,,July Walton Smith
5889,12A,7/27/2015,8:45 PM,Walton Smith,,MR,31.02,35.90,0,Lindsey Visser,1.01663518306896,,10/27/2015,Apollo 2,CRM144,2238.6,-0.599999999999909,25,1.024019646,2421.0,2421.6,2421.3,2364.50541685752,2368.27627172292,8.251,8.262,8.2565,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.023835208,-1.9,2046.1,2048.0,2047.05,1999.394027,2031.564180,,,,,,July Walton Smith
5890,13A,7/27/2015,10:43 PM,Walton Smith,,UK_OFF,30.99,36.33,0,Lindsey Visser,1.01645485015428,,10/27/2015,Apollo 2,CRM144,2238.6,1.5,25,1.024346348,2421.1,2419.6,2420.35,2362.82386732534,2366.59472219074,8.196,8.173,8.1845,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.5,1.024192563,-1.4,2041.9,2043.3,2042.60,1994.351524,2026.521677,,,,,,July Walton Smith
5891,14A,7/27/2015,10:55 PM,Walton Smith,,UK_MID,30.89,36.48,0,Lindsey Visser,1.01631783324553,,10/27/2015,Apollo 2,CRM144,2238.6,-2,25,1.024465101,2412.7,2414.7,2413.7,2356.05878447024,2359.82963933564,8.218,8.185,8.2015,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.6,1.024280207,-0.8,2034.5,2035.3,2034.90,1986.663401,2018.833553,,,,,,July Walton Smith
5892,15A,7/27/2015,11:05 PM,Walton Smith,,UK_IN,31.14,37.29,0,Lindsey Visser,1.01619217473099,,10/27/2015,Apollo 2,CRM144,2238.6,0.400000000000091,25.1,1.025047219,2390.6,2390.2,2390.4,2331.99013202069,2335.76098688609,8.188,8.221,8.2045,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.5,1.024923539,-0.7,2004.9,2005.6,2005.25,1956.487409,1988.657562,,,,,,July Walton Smith
5893,16A,7/28/2015,12:43 AM,Walton Smith,,7,30.68,38.77,0,Lindsey Visser,1.015272392596,,10/27/2015,Apollo 2,CRM144,2238.6,1.40000000000009,25,1.026195453,2241.4,2240.0,2240.7,2183.50217137523,2187.27302624063,8.164,8.156,8.16,,,9/17/2015,Apollo,CRM144,2031.52999999999,25.5,1.026040095,2.7,1875.5,1872.8,1874.15,1826.585540,1858.755692,,,,,,July Walton Smith
5894,CRM144-DIC,,,,,,,33.57,,,,,,,,,,,,,,,,,,,,,,9/23/2015,Apollo,CRM144,2031.52999999999,22.8,1.022922310,-0.7,2078.7,2079.4,2079.06,2032.466420,-0.936420,,,,,,
5895,17A,7/28/2015,1:04 AM,Walton Smith,,8,30.87,36.70,0,Lindsey Visser,1.01621735058338,,10/27/2015,Apollo 2,CRM144,2238.6,-1,25,1.024630011,2389.2,2390.2,2389.7,2332.25649692453,2336.02735178993,8.194,8.186,8.19,,,9/23/2015,Apollo,CRM144,2031.52999999999,22.7,1.025313505,1.6,2040.2,2038.6,2039.38,1989.027520,1988.091100,,,,,,July Walton Smith
5896,18A,7/28/2015,1:23 AM,Walton Smith,,9,30.74,35.69,0,Lindsey Visser,1.01650627409927,,10/27/2015,Apollo 2,CRM144,2238.6,0.199999999999818,25.1,1.023834122,2424.5,2424.3,2424.4,2367.96171097221,2371.7325658376,8.203,8.197,8.2,,,9/23/2015,Apollo,CRM144,2031.52999999999,22.6,1.024573627,-0.7,2075.5,2076.2,2075.81,2026.025686,2025.089266,,,,,,July Walton Smith
5897,CRM144-TA,,,,,,,33.57,,,,,10/28/2015,Apollo 2,CRM144,2238.6,-1,24.9,1.022292914,2284.1,2285.1,2284.6,2234.78023547349,3.81976452650952,7.983,7.978,7.9805,,,,,,,,,,,,,,,,,,,,
5898,19A,7/28/2015,2:02 AM,Walton Smith,,9.5,30.61,35.40,0,Lindsey Visser,1.01652095144918,,10/28/2015,Apollo 2,CRM144,2238.6,-1.60000000000036,25,1.023642377,2418.2,2419.8,2419,2363.12998996853,2366.94975449504,8.186,8.181,8.1835,,,9/23/2015,Apollo,CRM144,2031.52999999999,22.3,1.024435689,1.8,2073.3,2071.5,2072.40,2022.970800,2022.034380,,,,,,July Walton Smith
5899,CRM144-DIC,,,,,,,33.57,,,,,,,,,,,,,,,,,,,,,,9/29/2015,Apollo,CRM144,2031.52999999999,22.6,1.022964838,-18.8,2075.6,2094.4,2085.00,2038.190842,-6.660842,,,,,,
5900,20A,7/28/2015,2:54 AM,Walton Smith,,9.6,30.27,34.18,0,Lindsey Visser,1.01671786716313,,10/28/2015,Apollo 2,CRM144,2238.6,-3.80000000000018,24.9,1.022753719,2396.2,2400.0,2398.1,2344.74825772525,2348.56802225176,8.2,8.197,8.1985,,,9/29/2015,Apollo,CRM144,2031.52999999999,22.3,1.023512316,1.0,2047.9,2046.9,2047.41,2000.373861,1993.713018,,,,,,July Walton Smith
